Sno	Hospital Id	Hospital Name	State	District	Hospital Contact	Specialities Selected	Hospital Type	Empanelment Type	Submitted Date	Status Updated Date	Application Status	OnBoarded For Convergence Scheme	Upgraded Specialities	Current Specialities
5463	HOSP9P166238	SAI EYE CARE & MEDICAL CENTRE	UTTAR PRADESH	HAPUR	9315961275	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5464	HOSP9P166247	KANTI KUBER HOSPITAL	UTTAR PRADESH	BAHRAICH	9559210922	"ER,ID,MG,MN,MP,SG,SL,SO,SU,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SB,"	"ER, ID, MG, MN, MP, SG, SL, SO, SU, SB"
5465	HOSP9P166276	ARVACHIN HEALTHCARE PRIVATE LIMITED	UTTAR PRADESH	VARANASI	9151012701	"ER,MN,MP,SB,SG,SN,SO,ST,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"BM,MC,MG,SL,SM,SP,"	"ER, MN, MP, SB, SG, SN, SO, ST, SU, BM, MC, MG, SL, SM, SP"
5466	HOSP9P166302	MADHU HOSPITAL	UTTAR PRADESH	BULANDSHAHR	7017565460	"ER,MG,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, SG, SO"
5467	HOSP9P166312	RAO SAFDAR JUNG HOSPITAL	UTTAR PRADESH	SAHARANPUR	9837389215	"MG,SB,SG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SB, SG"
5468	HOSP9P166319	SHRI JAGANNATH CHARITABLE CANCER INSTITUTE & RESEARCH CENTRE 	UTTAR PRADESH	GHAZIABAD	9818271932	"MG,MO,MR,SC,SG,SL,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SU,"	"MG, MO, MR, SC, SG, SL, SU"
5469	HOSP9P166326	ONCOCARE CANCER HOSPITAL PRIVATE LIMITED	UTTAR PRADESH	AMROHA	9758356689	"IN,MG,MO,MR,SB,SC,SG,SU,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"IN, MG, MO, MR, SB, SC, SG, SU"
5470	HOSP9P166330	OLS Janpriya multispeciality hospital	UTTAR PRADESH	VARANASI	8604165897	"MG,MN,MP,SB,SG,SN,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, MN, MP, SB, SG, SN, SO, SU"
5471	HOSP9P166337	ANANTA HEART AND CANCER HOSPITAL	UTTAR PRADESH	BASTI	9818876750	"MC,MO,NA,SC,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MG,SE,SG,SU,"	"MC, MO, NA, SC, MG, SE, SG, SU"
5472	HOSP9P166448	Dr. Lal Singh Memorial Hospital And Diagnostic Centre	UTTAR PRADESH	MORADABAD	9410677745	"MG,MN,MP,SB,SE,SG,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, MN, MP, SB, SE, SG, SO, SU"
5473	HOSP9P166455	VEDANTA HOSPITAL	UTTAR PRADESH	LUCKNOW	8318138941	"MG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
5474	HOSP9P166479	Sai Hospital	UTTAR PRADESH	SAHARANPUR	9557797888	"MG,MP,SB,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SU,"	"MG, MP, SB, SG, SO, SU"
5475	HOSP9P166525	DR RAKESH SINGH BHADAURIYA MULTI SPECIALITY HOSPITAL 	UTTAR PRADESH	MAINPURI	8218224288	"MG,SG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SG"
5476	HOSP9P166559	MAA SHARDA NURSING HOME	UTTAR PRADESH	ALLAHABAD	9369619243	"ER,ID,MG,SB,SG,SL,SO,ST,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, ID, MG, SB, SG, SL, SO, ST"
5477	HOSP9P166834	Garg Ophthalmic Centre Pvt. Ltd.	UTTAR PRADESH	LUCKNOW	9794882229	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5478	HOSP9P166889	SATYARAJ HOSPITAL	UTTAR PRADESH	BAREILLY	7017962075	"MN,MP,SB,SG,SN,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SE,"	"MN, MP, SB, SG, SN, SO, SU, SE"
5479	HOSP9P166903	SR HOSPITAL AND PARAMEDICAL COLLEGE	UTTAR PRADESH	Sant Kabir Nagar	9839474984	"MG,SB,SE,SG,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SB, SE, SG, SU"
5480	HOSP9P166908	DR RASHMI SHARMA POLYCLINIC	UTTAR PRADESH	LUCKNOW	7376550089	"ER,ID,MG,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, ID, MG, SG, SO"
5481	HOSP9P167038	K P INSTITUTE OF MEDICAL SCIENCES	UTTAR PRADESH	AGRA	7088112310	"MC,SB,SG,SL,SN,SO,SP,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MC, SB, SG, SL, SN, SO, SP, SU"
5482	HOSP9P167065	Sarthak Hospital 	UTTAR PRADESH	LUCKNOW	8009249407	"SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"SG, SO"
5483	HOSP9P167112	HOPEWELL MULTISPECIALITY HOSPITAL	UTTAR PRADESH	LUCKNOW	8318976221	"ID,MG,MN,MP,SB,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MC,MO,MR,SC,SL,SM,SP,SS,ST,SU,"	"ID, MG, MN, MP, SB, SG, SO, MC, MO, MR, SC, SL, SM, SP, SS, ST, SU"
5484	HOSP9P167119	MDCITY HOSPITAL	UTTAR PRADESH	GAUTAM BUDDHA NAGAR	7835005810	"ID,SB,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MG,"	"ID, SB, SG, SO, MG"
5485	HOSP9P167170	Ram Ratan Hospital Managed and Operated by Fortis Hospital	UTTAR PRADESH	GAUTAM BUDDHA NAGAR	9599280038	",CP,MC,MG,MN,MO,MP,OC,SB,SE,SG,SL,SM,SN,SO,SP,SS,SU,"	Private(For Profit)	Only CGHS	-NA-	-NA-	Hospital Approved for Empanelment	Yes	NA	"CP, MC, MG, MN, MO, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU"
5486	HOSP9P167272	DR AMOD URO GYNAE CENTRE	UTTAR PRADESH	KANPUR NAGAR	8795058666	"SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SU
5487	HOSP9P167275	Lucknow Kidney Care Pvt Ltd	UTTAR PRADESH	LUCKNOW	9451763786	"MG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	MG
5488	HOSP9P167313	ROHIT LAPROSCOPIC SURGICAL CENTER 	UTTAR PRADESH	VARANASI	8707633755	"SG,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SG
5489	HOSP9P167343	Archana Hospital 	UTTAR PRADESH	BASTI	8299625113	"SB,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"SB, SG, SO"
5490	HOSP9P167372	BOON DENTAL CARE CLINIC	UTTAR PRADESH	LUCKNOW	9616100005	"SM,"		Only CGHS	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SM
5491	HOSP9P167376	HANUMANT MATERNITY  AND TRAUMA CENTER	UTTAR PRADESH	SULTANPUR	6393733071	"ER,SB,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, SB, SG, SO"
5492	HOSP9P167435	SHIFA NURSINGH HOME	UTTAR PRADESH	Amethi	7905573163	"MG,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SG, SO"
5493	HOSP9P167452	BRINDRA HOSPITAL	UTTAR PRADESH	BULANDSHAHR	6398984950	"ER,MG,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, SG, SO"
5494	HOSP9P167462	LIFE CARE HOSPITAL	UTTAR PRADESH	ALLAHABAD	9935545182	"ER,MG,MN,MP,SB,SG,SL,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, MN, MP, SB, SG, SL, SO, SU"
5495	HOSP9P167501	I SIGHT SUPER SPECIALITY EYE CARE CENTRE	UTTAR PRADESH	RAMPUR	7351274600	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5496	HOSP9P167502	Mahender Singh Multispeciality Hospital	UTTAR PRADESH	BIJNOR	8218825549	"BM,ER,MG,SB,SG,SM,SO,ST,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"BM, ER, MG, SB, SG, SM, SO, ST, SU"
5497	HOSP9P167526	Gyan Vishnu Hospital Pvt Ltd	UTTAR PRADESH	VARANASI	9935053139	"ER,ID,MG,SB,SG,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, ID, MG, SB, SG, SU"
5498	HOSP9P167542	KIRAN HEALTH CARE CENTRE	UTTAR PRADESH	SAHARANPUR	8979542086	"MG,SL,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MC,SE,SG,"	"MG, SL, SO, MC, SE, SG"
5499	HOSP9P167555	A K HOSPITAL	UTTAR PRADESH	BAHRAICH	6394457846	"MN,MP,SB,SE,SG,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MN, MP, SB, SE, SG, SO, SU"
5500	HOSP9P167578	Deep Hospital 	UTTAR PRADESH	BARABANKI	7651979417	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5501	HOSP9P167637	AGRAWAL DENTAL CARE CENTRE	UTTAR PRADESH	MEERUT	8923884123	"SM,"		Only CGHS	-NA-	-NA-	Hospital Approved for Empanelment	Yes	NA	SM
5502	HOSP9P167639	POOJA HOSPITAL A UNIT OF POOJA MEDICARE PVT LTD	UTTAR PRADESH	ALLAHABAD	9919255031	"BM,MG,MP,SC,SG,SN,SO,SP,ST,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"BM, MG, MP, SC, SG, SN, SO, SP, ST, SU"
5503	HOSP9P167640	SHREE RAM  HOSPITAL	UTTAR PRADESH	MEERUT	9536901217	",BM,CP,MG,MP,OC,SB,SE,SG,SM,SO,"	Private(Not For Profit)	Only CGHS	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"BM, CP, MG, MP, OC, SB, SE, SG, SM, SO"
5504	HOSP9P167656	TARAWATI HOSPITAL	UTTAR PRADESH	MEERUT	8865911327	"MG,SO,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SB,SG,"	"MG, SO, SB, SG"
5505	HOSP9P167692	AVADH HOSPITAL	UTTAR PRADESH	BAREILLY	9536944404	"ER,MG,MN,MP,SB,SG,SL,SO,ST,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SE,"	"ER, MG, MN, MP, SB, SG, SL, SO, ST, SU, SE"
5506	HOSP9P167703	DR ARTI HOSPITAL	UTTAR PRADESH	LUCKNOW	9415139334	"ER,ID,MG,MN,MP,SB,SG,SL,SS,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, ID, MG, MN, MP, SB, SG, SL, SS"
5507	HOSP9P167707	RAJ NURSING HOME	UTTAR PRADESH	ALLAHABAD	9135357575	"MC,MG,MO,MP,SB,SG,SL,SN,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MC, MG, MO, MP, SB, SG, SL, SN, SO, SU"
5508	HOSP9P167758	KAMLA HOSPITAL	UTTAR PRADESH	AMROHA	8650999939	"MG,SG,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SG"
5509	HOSP9P167776	global multispeciality hospital and trauma centre	UTTAR PRADESH	JHANSI	7007402814	"ER,MG,SB,SG,SL,SM,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, SB, SG, SL, SM, SO, SU"
5510	HOSP9P167790	J.M.B. MULTISPECIALITY HOSPITAL	UTTAR PRADESH	PILIBHIT	8077817980	"ID,MG,MN,MP,SG,SU,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SO,"	"ID, MG, MN, MP, SG, SU, SO"
5511	HOSP9P167809	URMILA HOSPITAL	UTTAR PRADESH	GORAKHPUR	7570822893	"SB,SL,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SG,"	"SB, SL, SU, SG"
5512	HOSP9P167867	SRIJANKASHI MULTISPECIALITY HOSPITAL PVT. LTD.	UTTAR PRADESH	VARANASI	9936440494	"ER,MG,MN,MP,SB,SG,SO,ST,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, MN, MP, SB, SG, SO, ST"
5513	HOSP9P167871	NUTEMA HOSPITAL	UTTAR PRADESH	MEERUT	7088119537	"MC,MN,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MC, MN"
5514	HOSP9P167906	UNITED MEDICITY	UTTAR PRADESH	ALLAHABAD	6390903024	",BM,CP,MC,MG,MN,MO,MP,OC,SB,SE,SG,SL,SM,SN,SO,SP,SS,SU,SV,"	Private(Not For Profit)	Only CGHS	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"BM, CP, MC, MG, MN, MO, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU, SV"
5515	HOSP9P167908	SHRI RADHA RANI HOSPITAL AND CRITICAL CARE	UTTAR PRADESH	ALIGARH	9411003582	"MG,MP,SB,SG,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, MP, SB, SG, SO, SU"
5516	HOSP9P167912	AROGYA HOSPITAL	UTTAR PRADESH	SULTANPUR	7905022050	"MG,SB,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SU,"	"MG, SB, SG, SO, SU"
5517	HOSP9P167934	Gulaothi Pulse Superspeciality Hospital Pvt Ltd	UTTAR PRADESH	BULANDSHAHR	9838041477	"ER,MN,MP,SB,SG,SN,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MG,SE,SL,SU,"	"ER, MN, MP, SB, SG, SN, MG, SE, SL, SU"
5518	HOSP9P167962	SHANKUS HOSPITALS PRIVATE LIMITED RAEBARELI UNIT	UTTAR PRADESH	Raebareli	9686227256	"MO,MR,SC,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MO, MR, SC"
5519	HOSP9P16799	sakshi hospital	UTTAR PRADESH	GORAKHPUR	9236546939	"S1,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SU,"	"S1, SU"
5520	HOSP9P168010	S N HOSPITAL	UTTAR PRADESH	Amethi	8840202053	"SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"SG, SO"
5521	HOSP9P168024	VINAYAK COSMETIC SURGERY AND LASER CENTRE	UTTAR PRADESH	LUCKNOW	9415108618	"SB,SG,SL,SM,SO,SP,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"SB, SG, SL, SM, SO, SP"
5522	HOSP9P168026	DIVINE HEALTHCARE	UTTAR PRADESH	AMROHA	9758668965	"MG,SB,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SB, SG, SO"
5523	HOSP9P168039	ALYANTRA MEDICITY SUPER SPECILITY HOSPITAL 	UTTAR PRADESH	LUCKNOW	9219974154	"ER,ID,IN,MC,MG,MN,MO,MP,SC,SG,SL,SM,SN,SO,SP,SS,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SB,"	"ER, ID, IN, MC, MG, MN, MO, MP, SC, SG, SL, SM, SN, SO, SP, SS, SU, SB"
5524	HOSP9P168049	Kalyan Hospital	UTTAR PRADESH	LUCKNOW	8574723374	"MG,SB,SG,SN,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SB, SG, SN, SO, SU"
5525	HOSP9P168055	Madni Multi Specilicity Hospital	UTTAR PRADESH	BULANDSHAHR	8630286798	"ER,MG,SG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, SG"
5526	HOSP9P168086	BARABANKI EYE HOSPITAL AND PHACO CENTER	UTTAR PRADESH	BARABANKI	8318340731	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5527	HOSP9P168092	KING HOSPITAL AND TRAUMA CENTER	UTTAR PRADESH	SAHARANPUR	9456989485	"MG,SB,SG,SL,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SB, SG, SL"
5528	HOSP9P168126	NAIMI EYE HOSPITAL	UTTAR PRADESH	MAU	9453626595	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5529	HOSP9P168179	BALA JI NURSING HOME	UTTAR PRADESH	SAHARANPUR	9897924348	"MG,SG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SG"
5530	HOSP9P168191	HAMATE POLYCLINIC	UTTAR PRADESH	LUCKNOW	9839330666	"SB,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SB
5531	HOSP9P168199	AVANTIKA HOSPITAL 	UTTAR PRADESH	GHAZIABAD	9910423317	"ER,MG,MN,MP,SB,SG,SL,SM,SN,SO,SP,ST,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, MN, MP, SB, SG, SL, SM, SN, SO, SP, ST, SU"
5532	HOSP9P168214	SHUBHKAMNA HOSPITAL 	UTTAR PRADESH	MEERUT	9411273181	"MG,MP,SB,SG,SM,SP,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, MP, SB, SG, SM, SP, SU"
5533	HOSP9P168218	VANSH HOSPITAL PVT LTD	UTTAR PRADESH	BAREILLY	8938844629	"BM,ER,MG,SB,SG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SN,SO,SU,"	"BM, ER, MG, SB, SG, SN, SO, SU"
5534	HOSP9P168230	Siyaram Hospital	UTTAR PRADESH	SULTANPUR	8299099596	"ID,SG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SB,"	"ID, SG, SB"
5535	HOSP9P168236	MANSI NURSING HOME 	UTTAR PRADESH	MORADABAD	9837006006	"SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MG,MN,MP,SB,SU,"	"SG, SO, MG, MN, MP, SB, SU"
5536	HOSP9P168241	Kashi Netralaya	UTTAR PRADESH	VARANASI	7309833833	"SE,"		Only CGHS	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5537	HOSP9P168245	CHANDRAWATI HOSPITAL	UTTAR PRADESH	LUCKNOW	8756515555	"MG,SG,SO,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SG, SO"
5538	HOSP9P168253	M. K. HOPE HOSPITAL AND DIAGNOSTIC CENTRE	UTTAR PRADESH	JHANSI	9935060003	"ER,MG,SB,SG,SL,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SM,SN,"	"ER, MG, SB, SG, SL, SO, SU, SM, SN"
5539	HOSP9P168275	Vasudev hospital 	UTTAR PRADESH	ALLAHABAD	9569981168	"SE,SG,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"SE, SG"
5540	HOSP9P168297	siddhivinayak eye and health clinic	UTTAR PRADESH	GORAKHPUR	9453003915	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5541	HOSP9P168308	NEW ARADHYA HOSPITAL AND CRITICAL CENTRE 	UTTAR PRADESH	ALIGARH	6396712315	"MG,SB,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SB, SG, SO"
5542	HOSP9P168347	SHRI SURYA HOSPITAL	UTTAR PRADESH	BULANDSHAHR	9927642313	"SG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MG,"	"SG, MG"
5543	HOSP9P168417	R D MEMORIAL HOSPITAL	UTTAR PRADESH	ALLAHABAD	9717966193	"SB,SG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"SB, SG"
5544	HOSP9P168421	Dronacharya Hospital	UTTAR PRADESH	Sant Kabir Nagar	8707220114	"ER,MG,MP,SE,SG,SM,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, MG, MP, SE, SG, SM, SO, SU"
5545	HOSP9P168523	MAYA HOSPITAL	UTTAR PRADESH	VARANASI	9794874071	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5546	HOSP9P168541	JEEVAK HOSPITAL	UTTAR PRADESH	LUCKNOW	9936252506	"MG,SG,SO,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SG, SO"
5547	HOSP9P168564	CYGNUS LAXMI HOSPITAL   A UNIT OF CYGNUS MEDICARE PVT LTD	UTTAR PRADESH	VARANASI	9076801387	"BM,ER,ID,MC,MG,MN,MP,SB,SG,SN,SO,SP,ST,SU,SV,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"BM, ER, ID, MC, MG, MN, MP, SB, SG, SN, SO, SP, ST, SU, SV"
5548	HOSP9P168606	ARVIND NETRA CHIKITSALYA	UTTAR PRADESH	SAHARANPUR	9759525522	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5549	HOSP9P168632	Dr. Sunetris Ayurveda	UTTAR PRADESH	GAUTAM BUDDHA NAGAR	9818006383	"OC,"		Only CGHS	-NA-	-NA-	Hospital Approved for Empanelment	Yes	NA	OC
5550	HOSP9P168662	MAYO ORTHOPAEDIC CENTRE	UTTAR PRADESH	GORAKHPUR	9532120496	"SB,ST,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"SB, ST"
5551	HOSP9P168665	SHRI RAM KISHORE MEMORIAL HOSPITAL	UTTAR PRADESH	BAREILLY	7060070522	"MC,MG,MN,MP,SG,ST,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MC, MG, MN, MP, SG, ST, SU"
5552	HOSP9P168740	SR HOSPITAL AND MATERNITY CENTER . A UNIT OF SR MULTISPECIALITY FOUNDATION	UTTAR PRADESH	GHAZIABAD	9953311498	",BM,CP,MC,MG,MN,MP,OC,SB,SE,SG,SL,SM,SN,SO,SP,SU,"	Private(For Profit)	Only CGHS	-NA-	-NA-	Hospital Approved for Empanelment	Yes	NA	"BM, CP, MC, MG, MN, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SU"
5553	HOSP9P168773	SI HOSPITAL ICU AND TRAUMA CENTRE 	UTTAR PRADESH	BULANDSHAHR	9335914976	"MG,SB,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SB, SG, SO"
5554	HOSP9P168798	BAPU DHAM AYURVEDIC NATUROPATHY AND YOGA CENTRE	UTTAR PRADESH	GHAZIABAD	7827145803	"OC,"		Only CGHS	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	OC
5555	HOSP9P168804	Sri Lohia Hospital	UTTAR PRADESH	MORADABAD	9837133427	"SB,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SB
5556	HOSP9P168815	REDIENT HOSPITAL	UTTAR PRADESH	KUSHI NAGAR	9936919599	"SB,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SB
5557	HOSP9P168826	SP HOSPITAL	UTTAR PRADESH	LUCKNOW	7007765722	"ER,ID,MG,MN,MP,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, ID, MG, MN, MP, SG, SO"
5558	HOSP9P168880	SHRADDHA NETRALAYA	UTTAR PRADESH	CHANDAULI	8810973716	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
5559	HOSP9P168900	JANTA SEVA SADAN HOSPITAL	UTTAR PRADESH	CHANDAULI	9450788091	"MG,SB,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SB, SG, SO"
5560	HOSP9P168902	Sri Krishna Hospital and Urology center	UTTAR PRADESH	GORAKHPUR	9621923923	"SG,SN,SO,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"SG, SN, SO, SU"
5561	HOSP9P168903	Mission Hospital & Trauma centre	UTTAR PRADESH	BARABANKI	8318551720	"MG,SG,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MG, SG"
5562	HOSP9P169047	AMAN HOSPITAL	UTTAR PRADESH	ALLAHABAD	8081351720	"ER,ID,MG,MN,SB,SG,SL,SN,SO,ST,SU,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, ID, MG, MN, SB, SG, SL, SN, SO, ST, SU"
